Order	Family	MVZDatabase	Species	Asymmetry	Ellipticity	AvgLength (cm)	Number of images	Number of eggs
PASSERIFORMES	Leiotrichidae	Garrulax galbanus	Garrulax galbanus	0.1051	0.2929	2.4430	1	3
PASSERIFORMES	Leiotrichidae	Garrulax lineatus	Garrulax lineatus	0.1262	0.4169	2.6094	1	3
PASSERIFORMES	Leiotrichidae	Garrulax pectoralis	Garrulax pectoralis	0.1691	0.3985	3.0894	2	8
PASSERIFORMES	Leiotrichidae	Garrulax ruficollis	Garrulax ruficollis	0.1041	0.2893	2.4859	1	3
PASSERIFORMES	Leiotrichidae	Garrulax sannio	Garrulax sannio	0.0950	0.3199	2.6786	1	3
PASSERIFORMES	Leiotrichidae	Heterophasia annectens	Heterophasia annectens	0.1412	0.3129	2.0479	2	4
PASSERIFORMES	Leiotrichidae	Heterophasia capistrata	Heterophasia capistrata	0.1950	0.3921	2.3228	2	4
PASSERIFORMES	Leiotrichidae	Leiothrix argentauris	Leiothrix argentauris	0.1598	0.4682	2.1296	1	3
PASSERIFORMES	Leiotrichidae	Leiothrix lutea	Leiothrix lutea	0.1660	0.3380	2.0849	3	12
PASSERIFORMES	Leiotrichidae	Liocichla phoenicea	Liocichla phoenicea	0.1726	0.3247	2.3366	2	6
PASSERIFORMES	Leiotrichidae	Turdoides aylmeri	Turdoides aylmeri	0.0852	0.3931	2.4336	1	2
PASSERIFORMES	Leiotrichidae	Turdoides caudatus	Turdoides caudata	0.1324	0.4115	2.2409	1	4
PASSERIFORMES	Leiotrichidae	Turdoides hypoleucus	Turdoides hypoleuca	0.1211	0.3904	2.6414	1	3
PASSERIFORMES	Leiotrichidae	Turdoides jardineii	Turdoides jardineii	0.1204	0.3880	2.5634	1	4
PASSERIFORMES	Leiotrichidae	Turdoides malcomi	Turdoides malcolmi	0.1237	0.3179	2.5768	1	5
PASSERIFORMES	Locustellidae	Bradypterus baboecala	Bradypterus baboecala	0.1375	0.3688	1.9496	3	7
PASSERIFORMES	Locustellidae	Locustella naevia	Locustella naevia	0.1257	0.3610	1.7474	1	6
PASSERIFORMES	Locustellidae	Megalurus gramineus	Megalurus gramineus	0.1271	0.3147	1.7547	1	3
PASSERIFORMES	Locustellidae	Megalurus palustris	Megalurus palustris	0.1511	0.3600	2.1905	5	13
PASSERIFORMES	Macrosphenidae	Sylvietta rufescens	Sylvietta rufescens	0.1478	0.4514	1.8922	1	2
PASSERIFORMES	Macrosphenidae	Sylvietta virens	Sylvietta virens	0.1983	0.4316	1.6661	1	2
PASSERIFORMES	Malaconotidae	Tchagra senegala	Tchagra senegalus	0.1879	0.3720	2.3926	3	9
PASSERIFORMES	Malaconotidae	Telophorus zeylonus	Telophorus zeylonus	0.1089	0.3261	2.5352	8	24
PASSERIFORMES	Maluridae	Malurus cyaneus	Malurus cyaneus	0.1433	0.3797	1.6338	1	3
PASSERIFORMES	Meliphagidae	Anthochaera carunculata	Anthochaera carunculata	0.1653	0.3791	2.9406	2	4
PASSERIFORMES	Meliphagidae	Meliphaga melanops	Lichenostomus melanops	0.0732	0.4008	2.1476	1	2
PASSERIFORMES	Meliphagidae	Manorina flavigula	Manorina flavigula	0.2060	0.3876	2.4335	1	2
PASSERIFORMES	Meliphagidae	Manorina melanophrys	Manorina melanophrys	0.1759	0.4560	2.2504	1	2
PASSERIFORMES	Meliphagidae	Philemon citreogularis	Philemon citreogularis	0.1716	0.4572	2.6156	1	3
PASSERIFORMES	Meliphagidae	Phylidonyris novaehollandiae	Phylidonyris novaehollandiae	0.1825	0.4117	2.0747	2	4
PASSERIFORMES	Mimidae	Dumetella carolinensis	Dumetella carolinensis	0.1099	0.3489	2.3090	43	166
PASSERIFORMES	Mimidae	Mimus gilvus	Mimus gilvus	0.1974	0.4616	2.8160	1	3
PASSERIFORMES	Mimidae	Mimus polyglottos	Mimus polyglottos	0.1381	0.3555	2.4496	67	257
PASSERIFORMES	Mimidae	Oreoscoptes montanus	Oreoscoptes montanus	0.1414	0.3773	2.4629	28	113
PASSERIFORMES	Mimidae	Toxostoma bendirei	Toxostoma bendirei	0.1711	0.4052	2.6285	52	160
PASSERIFORMES	Mimidae	Toxostoma cinereum	Toxostoma cinereum	0.1261	0.4952	2.9244	2	2
PASSERIFORMES	Mimidae	Toxostoma crissale	Toxostoma crissale	0.1851	0.4282	2.6921	23	62
PASSERIFORMES	Mimidae	Toxostoma curvirostre	Toxostoma curvirostre	0.1650	0.4244	2.8429	54	169
PASSERIFORMES	Mimidae	Toxostoma lecontei	Toxostoma lecontei	0.1845	0.4185	2.7063	19	57
PASSERIFORMES	Mimidae	Toxostoma longirostre	Toxostoma longirostre	0.1496	0.3615	2.7269	6	23
PASSERIFORMES	Mimidae	Toxostoma redivivum	Toxostoma redivivum	0.1965	0.4918	3.0832	41	121
PASSERIFORMES	Mimidae	Toxostoma rufum	Toxostoma rufum	0.1219	0.3583	2.6591	38	157
PASSERIFORMES	Monarchidae	Grallina cyanoleuca	Grallina cyanoleuca	0.2182	0.3712	2.8296	1	3
PASSERIFORMES	Monarchidae	Hypothymis azurea	Hypothymis azurea	0.1278	0.3207	1.7090	1	4
PASSERIFORMES	Monarchidae	Monarcha takatsukasae	Monarcha takatsukasae	0.1205	0.3249	1.9517	1	2
PASSERIFORMES	Monarchidae	Myiagra azureocapilla	Myiagra azureocapilla	0.1925	0.3840	1.9488	1	1
PASSERIFORMES	Monarchidae	Rhipidura paradisi	Terpsiphone paradisi	0.1133	0.3284	2.0642	1	4
PASSERIFORMES	Monarchidae	Terpsiphone viridis	Terpsiphone viridis	0.2120	0.3812	1.8683	4	9
PASSERIFORMES	Motacillidae	Anthus campestris	Anthus campestris	0.1715	0.3847	2.0899	1	5
PASSERIFORMES	Motacillidae	Anthus novaeseelandiae	Anthus novaeseelandiae	0.1499	0.3781	2.0967	5	15
PASSERIFORMES	Motacillidae	Anthus petrosus	Anthus petrosus	0.2693	0.4549	2.1519	1	4
PASSERIFORMES	Motacillidae	Anthus pratensis	Anthus pratensis	0.1727	0.3820	1.9812	9	39
PASSERIFORMES	Motacillidae	Anthus rubescens	Anthus rubescens	0.1509	0.3553	1.9258	5	22
PASSERIFORMES	Motacillidae	Anthus trivialis	Anthus trivialis	0.1375	0.3460	2.0044	5	23
PASSERIFORMES	Motacillidae	Macronyx ameliae	Macronyx ameliae	0.1388	0.2996	2.0479	1	4
PASSERIFORMES	Motacillidae	Macronyx capensis	Macronyx capensis	0.1540	0.3142	2.2384	2	6
PASSERIFORMES	Motacillidae	Macronyx croceus	Macronyx croceus	0.1918	0.3854	2.3641	2	6
PASSERIFORMES	Motacillidae	Motacilla aguimp	Motacilla aguimp	0.0920	0.2921	1.9124	1	1
PASSERIFORMES	Motacillidae	Motacilla alba	Motacilla alba	0.1633	0.3470	1.9996	3	17
PASSERIFORMES	Motacillidae	Motacilla capensis	Motacilla capensis	0.1782	0.3918	2.0927	4	13
PASSERIFORMES	Motacillidae	Motacilla cinerea	Motacilla cinerea	0.1830	0.3411	1.9338	7	36
PASSERIFORMES	Motacillidae	Motacilla citreola	Motacilla citreola	0.1694	0.3551	2.0225	2	8
PASSERIFORMES	Motacillidae	Motacilla flava	Motacilla flava	0.1789	0.3115	1.7843	2	9
PASSERIFORMES	Muscicapidae	Brachypteryx leucophrys	Brachypteryx leucophrys	0.1807	0.4111	2.0242	2	8
PASSERIFORMES	Muscicapidae	Bradornis infuscatus	Bradornis infuscatus	0.2576	0.4529	2.4683	1	3
PASSERIFORMES	Muscicapidae	Bradornis pallidus	Bradornis pallidus	0.1464	0.4034	2.0905	2	5
PASSERIFORMES	Muscicapidae	Cercomela familiaris	Cercomela familiaris	0.1430	0.3828	2.0989	1	3
PASSERIFORMES	Muscicapidae	Cercomela sinuata	Cercomela sinuata	0.1539	0.3186	1.9264	2	6
PASSERIFORMES	Muscicapidae	Cinclidium leucurum	Cinclidium leucurum	0.1025	0.2885	2.2450	1	4
PASSERIFORMES	Muscicapidae	Copsychus malabaricus	Copsychus malabaricus	0.1482	0.4338	2.2638	1	4
PASSERIFORMES	Muscicapidae	Copsychus saularis	Copsychus saularis	0.1695	0.3873	2.3494	8	24
PASSERIFORMES	Muscicapidae	Cossypha caffra	Cossypha caffra	0.0624	0.4369	2.3067	1	2
PASSERIFORMES	Muscicapidae	Enicurus maculatus	Enicurus maculatus	0.2166	0.4787	2.4173	2	7
PASSERIFORMES	Muscicapidae	Enicurus schistaceus	Enicurus schistaceus	0.1656	0.3335	2.2559	1	3
PASSERIFORMES	Muscicapidae	Erithacus rubecula	Erithacus rubecula	0.1126	0.2689	1.9635	5	28
PASSERIFORMES	Muscicapidae	Erythropygia coryphaeus	Erythropygia coryphaeus	0.1216	0.3769	2.0067	4	12
PASSERIFORMES	Muscicapidae	Erythropygia leucophrys	Erythropygia leucophrys	0.1359	0.4069	2.0109	1	3
PASSERIFORMES	Muscicapidae	Muscicapa albicaudata	Eumyias albicaudatus	0.0689	0.3096	1.8494	1	3
PASSERIFORMES	Muscicapidae	Muscicapa thalassina	Eumyias thalassinus	0.1544	0.3513	1.7988	1	4
PASSERIFORMES	Muscicapidae	Ficedula hypoleuca	Ficedula hypoleuca	0.1609	0.3381	1.8467	1	6
PASSERIFORMES	Muscicapidae	Ficedula superciliaris	Ficedula superciliaris	0.1230	0.3669	1.6219	3	11
PASSERIFORMES	Muscicapidae	Ficedula tricolor	Ficedula tricolor	0.1146	0.3409	1.6126	3	9
PASSERIFORMES	Muscicapidae	Hodgsonius phaenicuroides	Hodgsonius phaenicuroides	0.1420	0.3767	2.0594	1	3
PASSERIFORMES	Muscicapidae	Luscinia luscinia	Luscinia luscinia	0.1345	0.3702	2.0793	1	5
PASSERIFORMES	Muscicapidae	Luscinia megarhynchos	Luscinia megarhynchos	0.1167	0.4149	2.0741	2	12
PASSERIFORMES	Muscicapidae	Luscinia svecica	Luscinia svecica	0.1468	0.3257	1.8169	4	23
PASSERIFORMES	Muscicapidae	Melaenornis pammelaina	Melaenornis pammelaina	0.1557	0.3596	2.3231	1	2
PASSERIFORMES	Muscicapidae	Monticola cinclorhynchus	Monticola cinclorhynchus	0.1101	0.3137	2.2799	1	4
PASSERIFORMES	Muscicapidae	Muscicapa cassini	Muscicapa cassini	0.1795	0.3847	1.7629	1	2
PASSERIFORMES	Muscicapidae	Muscicapa striata	Muscicapa striata	0.2261	0.4186	1.8910	3	15
PASSERIFORMES	Muscicapidae	Myiophoneus caeruleus	Myophonus caeruleus	0.2233	0.4478	3.4982	3	10
PASSERIFORMES	Muscicapidae	Niltava sundara	Niltava sundara	0.2227	0.5071	2.1850	1	4
PASSERIFORMES	Muscicapidae	Oenanthe hispanica	Oenanthe hispanica	0.1013	0.2954	1.9652	2	11
PASSERIFORMES	Muscicapidae	Oenanthe isabellina	Oenanthe isabellina	0.1648	0.3566	2.0814	2	11
PASSERIFORMES	Muscicapidae	Oenanthe leucura	Oenanthe leucura	0.1708	0.4462	2.4311	1	5
PASSERIFORMES	Muscicapidae	Oenanthe moesta	Oenanthe moesta	0.1323	0.3614	1.9777	1	4
PASSERIFORMES	Muscicapidae	Oenanthe monticola	Oenanthe monticola	0.0702	0.3347	2.3758	1	3
PASSERIFORMES	Muscicapidae	Oenanthe oenanthe	Oenanthe oenanthe	0.1657	0.3622	2.0965	6	33
PASSERIFORMES	Muscicapidae	Oenanthe pileata	Oenanthe pileata	0.1454	0.3489	2.1798	3	12
PASSERIFORMES	Muscicapidae	Oenanthe pleschanka	Oenanthe pleschanka	0.0860	0.2659	1.9534	1	5
PASSERIFORMES	Muscicapidae	Phoenicurus moussieri	Phoenicurus moussieri	0.1128	0.3173	1.9154	1	4
PASSERIFORMES	Muscicapidae	Phoenicurus ochruros	Phoenicurus ochruros	0.1430	0.3602	1.9425	2	8
PASSERIFORMES	Muscicapidae	Rhyacornis fuliginosus	Rhyacornis fuliginosa	0.1055	0.3370	1.9582	2	8
PASSERIFORMES	Muscicapidae	Saxicola caprata	Saxicola caprata	0.1345	0.2428	1.6729	3	10
PASSERIFORMES	Muscicapidae	Saxicola torquata	Saxicola torquatus	0.1240	0.3192	1.8414	4	18
PASSERIFORMES	Muscicapidae	Saxicoloides fulicata	Saxicoloides fulicatus	0.1413	0.2952	1.9148	1	4
PASSERIFORMES	Nectariniidae	Aethopyga eximia	Aethopyga eximia	0.1448	0.3537	1.4171	2	4
PASSERIFORMES	Nectariniidae	Nectarinia asiatica	Nectarinia asiatica	0.2135	0.4890	1.6400	3	6
PASSERIFORMES	Nectariniidae	Nectarinia calcostetha	Nectarinia calcostetha	0.1734	0.4440	1.5359	2	3
PASSERIFORMES	Nectariniidae	Nectarinia chloropygia	Nectarinia chloropygia	0.1981	0.4282	1.4776	1	2
PASSERIFORMES	Nectariniidae	Nectarinia cuprea	Nectarinia cuprea	0.1951	0.4449	1.8044	3	6
PASSERIFORMES	Nectariniidae	Nectarinia erythrocerca	Nectarinia erythrocerca	0.2197	0.5616	1.8259	3	6
PASSERIFORMES	Nectariniidae	Nectarinia famosa	Nectarinia famosa	0.1739	0.4663	1.9383	1	2
PASSERIFORMES	Nectariniidae	Nectarinia jugularis	Nectarinia jugularis	0.1377	0.3891	1.5413	2	3
PASSERIFORMES	Nectariniidae	Nectarinia violacea	Nectarinia violacea	0.1878	0.4513	1.7155	1	2
PASSERIFORMES	Oreoicidae	Oreoica gutturalis	Oreoica gutturalis	0.1393	0.4899	2.9975	1	2
PASSERIFORMES	Oriolidae	Oriolus chinensis	Oriolus chinensis	0.2499	0.4540	3.1206	4	11
PASSERIFORMES	Oriolidae	Oriolus monacha	Oriolus monacha	0.2136	0.4906	3.0955	1	2
PASSERIFORMES	Oriolidae	Oriolus oriolus	Oriolus oriolus	0.2662	0.4650	3.1993	1	5
PASSERIFORMES	Oriolidae	Oriolus sagittatus	Oriolus sagittatus	0.2544	0.7204	3.8269	1	2
PASSERIFORMES	Oriolidae	Oriolus xanthonotus	Oriolus xanthonotus	0.2332	0.4794	3.3097	1	2
PASSERIFORMES	Pachycephalidae	Colluricincla harmonica	Colluricincla harmonica	0.1353	0.4544	3.0268	3	9
PASSERIFORMES	Pachycephalidae	Pachycephala rufiventris	Pachycephala rufogularis	0.1704	0.4029	2.1846	1	3
PASSERIFORMES	Paradisaeidae	Paradisaea apoda	Paradisaea apoda	0.3157	0.6695	4.3100	1	1
PASSERIFORMES	Pardalotidae	Pardalotus punctatus	Pardalotus punctatus	0.0828	0.3324	1.6292	1	3
PASSERIFORMES	Paridae	Baeolophus atricristatus	Baeolophus atricristatus	0.1511	0.3306	1.8183	6	35
PASSERIFORMES	Paridae	Baeolophus bicolor	Baeolophus bicolor	0.1417	0.3266	1.7992	8	43
PASSERIFORMES	Paridae	Baeolophus inornatus	Baeolophus inornatus	0.1423	0.3284	1.7059	29	175
PASSERIFORMES	Paridae	Baeolophus ridgwayi	Baeolophus ridgwayi	0.1621	0.2968	1.7594	2	12
PASSERIFORMES	Paridae	Baeolophus wollweberi	Baeolophus wollweberi	0.1967	0.3617	1.7879	1	5
PASSERIFORMES	Paridae	Poecile atricapilla	Parus atricapillus	0.1193	0.2897	1.5269	23	149
PASSERIFORMES	Paridae	Poecile carolinensis	Parus carolinensis	0.1072	0.2984	1.4788	18	110
PASSERIFORMES	Paridae	Poecile cincta	Parus cinctus	0.2268	0.3613	1.7248	1	4
PASSERIFORMES	Paridae	Poecile gambeli	Parus gambeli	0.1247	0.3098	1.5890	38	247
PASSERIFORMES	Paridae	Poecile hudsonica	Parus hudsonicus	0.1342	0.2904	1.5174	4	24
PASSERIFORMES	Paridae	Parus major	Parus major	0.1550	0.3224	1.7510	3	17
PASSERIFORMES	Paridae	Poecile palustris	Parus palustris	0.0453	0.3205	1.5182	1	6
PASSERIFORMES	Paridae	Poecile rufescens	Parus rufescens	0.1245	0.3067	1.5379	18	114
PASSERIFORMES	Paridae	Poecile sclateri	Parus sclateri	0.1182	0.2844	1.4244	1	6
PASSERIFORMES	Parulidae	Cardellina rubrifrons	Cardellina rubrifrons	0.0859	0.3021	1.6137	1	4
PASSERIFORMES	Parulidae	Dendroica caerulescens	Dendroica caerulescens	0.1470	0.3403	1.6873	15	58
PASSERIFORMES	Parulidae	Dendroica castanea	Dendroica castanea	0.1628	0.3607	1.6708	2	11
PASSERIFORMES	Parulidae	Dendroica cerulea	Dendroica cerulea	0.1816	0.3233	1.6345	2	7
PASSERIFORMES	Parulidae	Dendroica chrysoparia	Dendroica chrysoparia	0.1148	0.2931	1.7467	1	2
PASSERIFORMES	Parulidae	Dendroica coronata	Dendroica coronata	0.1593	0.3466	1.7847	38	156
PASSERIFORMES	Parulidae	Dendroica discolor	Dendroica discolor	0.1583	0.3580	1.6309	10	41
PASSERIFORMES	Parulidae	Dendroica dominica	Dendroica dominica	0.1287	0.3220	1.7233	3	11
PASSERIFORMES	Parulidae	Dendroica fusca	Dendroica fusca	0.1868	0.4399	1.7822	1	4
PASSERIFORMES	Parulidae	Dendroica magnolia	Dendroica magnolia	0.1838	0.3868	1.6290	6	24
PASSERIFORMES	Parulidae	Dendroica nigrescens	Dendroica nigrescens	0.1531	0.3572	1.6406	2	7
PASSERIFORMES	Parulidae	Dendroica occidentalis	Dendroica occidentalis	0.1383	0.3698	1.6919	2	9
PASSERIFORMES	Parulidae	Dendroica palmarum	Dendroica palmarum	0.1606	0.3191	1.7060	1	4
PASSERIFORMES	Parulidae	Dendroica pensylvanica	Dendroica pensylvanica	0.1738	0.3750	1.6937	11	44
PASSERIFORMES	Parulidae	Dendroica petechia	Dendroica petechia	0.1519	0.3363	1.6534	65	248
PASSERIFORMES	Parulidae	Dendroica pinus	Dendroica pinus	0.1769	0.3930	1.8154	5	19
PASSERIFORMES	Parulidae	Dendroica striata	Dendroica striata	0.1766	0.3422	1.7096	2	9
PASSERIFORMES	Parulidae	Dendroica tigrina	Dendroica tigrina	0.2068	0.3951	1.6354	1	7
PASSERIFORMES	Parulidae	Dendroica virens	Dendroica virens	0.1883	0.3342	1.6722	3	11
PASSERIFORMES	Parulidae	Geothlypis beldingi	Geothlypis beldingi	0.1340	0.2267	1.7951	1	1
PASSERIFORMES	Parulidae	Geothlypis poliocephala	Geothlypis poliocephala	0.1232	0.2915	1.8405	3	11
PASSERIFORMES	Parulidae	Geothlypis trichas	Geothlypis trichas	0.1299	0.3227	1.7420	46	182
PASSERIFORMES	Parulidae	Helmitheros vermivorus	Helmitheros vermivorum	0.1203	0.2399	1.7569	4	18
PASSERIFORMES	Parulidae	Limnothlypis swainsonii	Limnothlypis swainsonii	0.1136	0.2961	1.8764	7	24
PASSERIFORMES	Parulidae	Mniotilta varia	Mniotilta varia	0.1207	0.2856	1.6177	3	12
PASSERIFORMES	Parulidae	Myioborus miniatus	Myioborus miniatus	0.0897	0.3769	1.7028	1	2
PASSERIFORMES	Parulidae	Myioborus pictus	Myioborus pictus	0.1133	0.2928	1.6705	7	26
PASSERIFORMES	Parulidae	Oporornis formosus	Oporornis formosus	0.1137	0.2770	1.8911	6	28
PASSERIFORMES	Parulidae	Oporornis philadelphia	Oporornis philadelphia	0.1839	0.3427	1.8046	3	12
PASSERIFORMES	Parulidae	Oporornis tolmiei	Oporornis tolmiei	0.1343	0.3206	1.7690	17	66
PASSERIFORMES	Parulidae	Parula americana	Parula americana	0.1690	0.3578	1.5899	7	28
PASSERIFORMES	Parulidae	Protonotaria citrea	Protonotaria citrea	0.0888	0.2349	1.7456	5	25
PASSERIFORMES	Parulidae	Seiurus aurocapillus	Seiurus aurocapilla	0.1368	0.2935	2.0160	11	52
PASSERIFORMES	Parulidae	Seiurus motacilla	Seiurus motacilla	0.1296	0.2917	1.9755	8	41
PASSERIFORMES	Parulidae	Seiurus noveboracensis	Seiurus noveboracensis	0.0936	0.2777	1.9139	2	9
PASSERIFORMES	Parulidae	Setophaga ruticilla	Setophaga ruticilla	0.1486	0.3406	1.6513	20	76
PASSERIFORMES	Parulidae	Vermivora celata	Vermivora celata	0.1323	0.3145	1.6341	16	71
PASSERIFORMES	Parulidae	Vermivora chrysoptera	Vermivora chrysoptera	0.1153	0.2616	1.5709	6	28
PASSERIFORMES	Parulidae	Vermivora luciae	Vermivora luciae	0.1031	0.2497	1.4249	4	15
PASSERIFORMES	Parulidae	Vermivora peregrina	Vermivora peregrina	0.1475	0.3024	1.5931	4	21
PASSERIFORMES	Parulidae	Vermivora pinus	Vermivora pinus	0.1064	0.2836	1.5513	7	35
PASSERIFORMES	Parulidae	Vermivora ruficapilla	Vermivora ruficapilla	0.1136	0.2543	1.5106	3	12
PASSERIFORMES	Parulidae	Vermivora virginiae	Vermivora virginiae	0.1450	0.2903	1.5761	4	14
PASSERIFORMES	Parulidae	Wilsonia canadensis	Wilsonia canadensis	0.0894	0.2907	1.6398	4	15
PASSERIFORMES	Parulidae	Wilsonia citrina	Wilsonia citrina	0.1435	0.3149	1.8003	6	24
PASSERIFORMES	Parulidae	Wilsonia pusilla	Wilsonia pusilla	0.1465	0.3101	1.5862	50	208
PASSERIFORMES	Passerellidae	Aimophila aestivalis	Aimophila aestivalis	0.1122	0.2929	1.9490	4	17
PASSERIFORMES	Passerellidae	Aimophila cassinii	Aimophila cassinii	0.1258	0.2837	1.9122	2	7
PASSERIFORMES	Passerellidae	Aimophila ruficauda	Aimophila ruficauda	0.1167	0.3652	2.2437	1	3
PASSERIFORMES	Passerellidae	Aimophila ruficeps	Aimophila ruficeps	0.1296	0.2979	2.0001	9	31
PASSERIFORMES	Passerellidae	Ammodramus caudacutus	Ammodramus caudacutus	0.1341	0.3014	1.9061	5	21
PASSERIFORMES	Passerellidae	Ammodramus maritimus	Ammodramus maritimus	0.1577	0.3555	2.0421	8	29
PASSERIFORMES	Passerellidae	Ammodramus nelsoni	Ammodramus nelsoni	0.1303	0.3060	1.8747	1	5
PASSERIFORMES	Passerellidae	Ammodramus savannarum	Ammodramus savannarum	0.1188	0.3004	1.8591	6	27
PASSERIFORMES	Passerellidae	Amphispiza belli	Amphispiza belli	0.1166	0.3262	1.8679	27	97
PASSERIFORMES	Passerellidae	Amphispiza bilineata	Amphispiza bilineata	0.1167	0.3281	1.8013	17	54
PASSERIFORMES	Passerellidae	Arremonops conirostris	Arremonops conirostris	0.1422	0.3920	2.4873	4	10
PASSERIFORMES	Passerellidae	Arremonops rufivirgatus	Arremonops rufivirgatus	0.1351	0.4092	2.3045	3	13
PASSERIFORMES	Passerellidae	Calamospiza melanocorys	Calamospiza melanocorys	0.1175	0.2984	2.1287	11	48
PASSERIFORMES	Passerellidae	Chondestes grammacus	Chondestes grammacus	0.0976	0.2809	2.0218	47	183
PASSERIFORMES	Passerellidae	Junco bairdi	Junco hyemalis	0.1103	0.3141	1.9360	2	4
PASSERIFORMES	Passerellidae	Junco caniceps	Junco hyemalis1	0.1165	0.3315	1.9644	3	12
PASSERIFORMES	Passerellidae	Junco hyemalis	Junco hyemalis1	0.1248	0.3380	1.9178	23	93
PASSERIFORMES	Passerellidae	Junco oreganus	Junco hyemalis1	0.1290	0.3301	1.9415	203	782
PASSERIFORMES	Passerellidae	Junco phaeonotus	Junco phaeonotus	0.0914	0.3631	2.0878	3	9
PASSERIFORMES	Passerellidae	Melospiza georgiana	Melospiza georgiana	0.1415	0.3146	1.8950	6	27
PASSERIFORMES	Passerellidae	Melospiza lincolnii	Melospiza lincolnii	0.1643	0.3363	1.9233	61	273
PASSERIFORMES	Passerellidae	Melospiza melodia	Melospiza melodia	0.1309	0.3258	1.9919	178	645
PASSERIFORMES	Passerellidae	Passerculus sandwichensis	Passerculus sandwichensis	0.1486	0.3560	1.8799	33	132
PASSERIFORMES	Passerellidae	Passerella iliaca	Passerella iliaca	0.1258	0.3374	2.2316	36	109
PASSERIFORMES	Passerellidae	Pipilo aberti	Pipilo aberti	0.1242	0.3588	2.4538	28	91
PASSERIFORMES	Passerellidae	Pipilo chlorurus	Pipilo chlorurus	0.1164	0.3255	2.1751	39	143
PASSERIFORMES	Passerellidae	Pipilo crissalis	Pipilo crissalis	0.1196	0.3290	2.4402	93	310
PASSERIFORMES	Passerellidae	Pipilo erythrophthalmus	Pipilo erythrophthalmus	0.1102	0.3386	2.3901	17	66
PASSERIFORMES	Passerellidae	Pipilo fuscus	Pipilo fuscus	0.1333	0.3295	2.3600	13	39
PASSERIFORMES	Passerellidae	Pipilo maculatus	Pipilo maculatus	0.1117	0.3178	2.3687	64	229
PASSERIFORMES	Passerellidae	Pooecetes gramineus	Pooecetes gramineus	0.1321	0.3244	2.0080	20	79
PASSERIFORMES	Passerellidae	Spizella atrogularis	Spizella atrogularis	0.1187	0.3392	1.7548	10	34
PASSERIFORMES	Passerellidae	Spizella breweri	Spizella breweri	0.1518	0.3382	1.6439	24	81
PASSERIFORMES	Passerellidae	Spizella pallida	Spizella pallida	0.1601	0.3773	1.6935	3	12
PASSERIFORMES	Passerellidae	Spizella passerina	Spizella passerina	0.1647	0.3585	1.7277	106	385
PASSERIFORMES	Passerellidae	Spizella pusilla	Spizella pusilla	0.1431	0.3336	1.7319	28	107
PASSERIFORMES	Passerellidae	Zonotrichia albicollis	Zonotrichia albicollis	0.1427	0.3483	2.0902	6	24
PASSERIFORMES	Passerellidae	Zonotrichia atricapilla	Zonotrichia atricapilla	0.1955	0.4214	2.2458	4	19
PASSERIFORMES	Passerellidae	Zonotrichia capensis	Zonotrichia capensis	0.1330	0.3440	2.0006	5	14
PASSERIFORMES	Passerellidae	Zonotrichia leucophrys	Zonotrichia leucophrys	0.1462	0.3542	2.1499	187	686
PASSERIFORMES	Passeridae	Passer domesticus	Passer domesticus	0.1693	0.4178	2.1393	55	242
PASSERIFORMES	Passeridae	Passer griseus	Passer griseus	0.1168	0.3861	2.0207	1	3
PASSERIFORMES	Passeridae	Passer iagoensis	Passer iagoensis	0.1180	0.3999	1.9730	2	9
PASSERIFORMES	Passeridae	Passer melanurus	Passer melanurus	0.1039	0.3332	1.9161	4	18
PASSERIFORMES	Passeridae	Passer montanus	Passer montanus	0.1506	0.3602	1.9217	8	33
PASSERIFORMES	Passeridae	Passer rutilans	Passer rutilans	0.1333	0.4224	1.9894	1	4
PASSERIFORMES	Passeridae	Petronia xanthocollis	Petronia xanthocollis	0.1667	0.3776	2.0374	1	4
PASSERIFORMES	Pellorneidae	Alcippe brunnea	Alcippe brunnea	0.1162	0.3223	2.0663	1	3
PASSERIFORMES	Pellorneidae	Alcippe rufogularis	Alcippe rufogularis	0.1104	0.3437	1.8636	1	3
PASSERIFORMES	Pellorneidae	Napothera brevicaudata	Napothera brevicaudata	0.1428	0.3737	2.1457	1	4
PASSERIFORMES	Pellorneidae	Pellorneum albiventre	Pellorneum albiventre	0.0800	0.3271	2.0455	2	8
PASSERIFORMES	Pellorneidae	Pellorneum ruficeps	Pellorneum ruficeps	0.1196	0.3569	2.1841	2	7
PASSERIFORMES	Pellorneidae	Trichastoma tickelli	Trichastoma tickelli	0.0932	0.3066	2.0581	1	3
PASSERIFORMES	Petroicidae	Eopsaltria australis	Eopsaltria australis	0.1653	0.3851	2.1499	2	6
PASSERIFORMES	Petroicidae	Microeca leucophaea	Microeca fascinans	0.1317	0.3467	1.8470	1	2
PASSERIFORMES	Petroicidae	Petroica multicolor	Petroica multicolor	0.0844	0.3397	1.8918	1	3
PASSERIFORMES	Phylloscopidae	Phylloscopus collybita	Phylloscopus collybita	0.1237	0.3123	1.4878	3	13
PASSERIFORMES	Phylloscopidae	Phylloscopus schwarzi	Phylloscopus schwarzi	0.1403	0.3239	1.5479	2	7
PASSERIFORMES	Phylloscopidae	Phylloscopus sibelatrix	Phylloscopus sibilatrix	0.1347	0.3131	1.5944	2	13
PASSERIFORMES	Phylloscopidae	Phylloscopus trochilus	Phylloscopus trochilus	0.1188	0.2981	1.5044	3	16
